artist,songs,popularity,link,genre
Far East Movement,69,0.3,/far-east-movement/,Pop
Flobots,31,0,/flobots/,Rock
Guiga,12,0,/guiga/,Hip Hop
Ice Cube,236,1.3,/ice-cube/,Hip Hop
Iggy Azalea,87,2.7,/iggy-azalea/,Pop
Iyaz,24,0.1,/iyaz/,Pop
Jamie Foxx,91,0.3,/jamie-foxx/,Hip Hop
Jason Derulo,103,3.1,/jason-derulo/,Hip Hop
Jason Salles,17,0,/jason-salles/,Hip Hop
Jhonis,1,0,/jhonis/,Pop
Justin Timberlake,135,14.5,/justin-timberlake/,Pop
Leo Kiss,1,0,/leo-kiss/,Funk Carioca
Luckye Hip-Hop,4,0,/luckye-hip-hop/,Hip Hop
M.I.A.,117,0.9,/m-i-a/,Pop
Mac Miller,212,1.4,/mac-miller/,Pop
Mac Team The Brothers,1,0,/mac-team-the-brothers/,Hip Hop
Madd Jay,0,0,/madd-jay/,Hip Hop
Mano Lee,8,0,/mano-lee/,Hip Hop
Marcelo D2,115,4.6,/marcelo-d2/,Samba
Marihanna,4,0,/marihanna/,Pop
Marofonia,2,0,/marofonia/,Hip Hop
Mateus Lacerda,2,0,/mateus-lacerda/,Hip Hop
MatuÃª,14,4.7,/matue/,Hip Hop
Mc Capataz Drimer,2,0,/mc-capataz-drimer/,Hip Hop
MC DALLUZ,1,0,/mc-dalluz/,Hip Hop
MC GordÃ£o MK,3,0,/mc-gordao-mk/,Funk Carioca
Mc Patrick MF,4,0,/mc-patrick-mf/,Hip Hop
MCM Geomagic,6,0,/mcm-geomagic/,Hip Hop
Meek Mill,96,0.5,/meek-mill/,Hip Hop
Mindless Behavior,31,0,/mindless-behavior/,Pop
MNC,2,0,/mnc/,Hip Hop
Money Talks Records,0,0,/money-talks-records/,Hip Hop
Mvp,10,0,/m-v-p/,Hip Hop
N-Dubz,28,0,/n-dubz/,Pop
Nathan Felipe,1,0,/nathan-felipe/,Hip Hop
Nelly,169,3.1,/nelly/,Hip Hop
Nelly Furtado,136,2,/nelly-furtado/,Hip Hop
Nellyy Chris,3,0,/nellyy-chris/,Hip Hop
Nicki Minaj,270,13.9,/nicki-minaj/,Hip Hop
Nova PÃ¡tria Hip Hop,14,0,/nova-patria-hip-hop/,Hip Hop
Noventa31,1,0,/noventa31/,Hip Hop
OJAN,3,0,/ojan/,Hip Hop
Ojay,6,0,/ojay/,Hip Hop
Omnira,7,0,/omnira/,Hip Hop
Oriente,60,6.5,/oriente/,Hip Hop
Pablo Nunes,12,0,/pablo-nunes/,Hip Hop
Patrona,5,0,/patrona/,Pop
Pitbull,242,2.6,/pitbull/,Hip Hop
PJ Morton,37,0,/pj-morton/,Pop
RapdaMente XXI,1,0,/rapdamente-xxi/,Hip Hop
Rapper BreakDown,2,0,/rapper-breakdown/,Hip Hop
Roco e Diego,1,0,/roco-e-diego/,Pop
Sean Kingston,86,1.9,/sean-kingston/,Hip Hop
Shanell,95,0.1,/shanell/,Hip Hop
Sharon DarkSide,1,0,/sharon-darkside/,Hip Hop
Soulja Boy,229,2.9,/soulja-boy/,Hip Hop
The Pussycat Dolls,54,3.4,/the-pussycat-dolls/,Hip Hop
Thi Ortiz,8,0,/thi-ortiz/,Hip Hop
Tinashe,102,0.6,/tinashe/,Pop
Travie McCoy,21,0.4,/travie-mccoy/,Pop
Trezeback,1,0,/trezeback/,Hip Hop
Triinko,0,0,/triinko/,Hip Hop
Usher,255,4.3,/usher/,Hip Hop
VayÃ¶lla,3,0,/vayolla/,Pop
VenarK Oficial,0,0,/venark-oficial/,Hip Hop
Verbo Agressivo,4,0,/verbo-agressivo/,Rock
Vida Tribunal,1,0,/vida-tribunal/,Hip Hop
Vinicius RP,1,0,/vinicius-rp/,Hip Hop
Wallacy Gabriel,1,0,/wallacy-gabriel/,Pop
Wibe,5,0.6,/wibe/,Pop
will.i.am,84,0.9,/will-i-am/,Hip Hop
Willow Smith,57,0.4,/willow-smith/,Hip Hop
Winners Gang,1,0,/winners-gang/,Hip Hop
A-Teens,61,0.1,/a-teens/,Hip Hop
ÃÅdrian DelFenty,1,0,/adrian-delfenty/,Pop
Alphabeat,34,0,/alphabeat/,Pop
ÃÅlvaro,3,0,/alvaro/,Pop
Ana Carolina,166,14.5,/ana-carolina/,Pop
Anderson Negrine,1,0,/anderson-negrine/,Pop
Anitta,104,40.1,/anitta/,Funk Carioca
Ashley Tisdale,90,15.9,/ashley-tisdale/,Pop
Babi Martinez,3,0,/babi-martinez/,Pop
BÃ¡rbara Dias,18,4.2,/barbara-dias/,Pop
Bee Gees,553,10.4,/bee-gees/,Pop
Benny Benassi,65,0.5,/benny-benassi/,Pop
Big Time Rush,89,0.7,/big-time-rush/,Pop
Br'oz,31,0.3,/broz/,Hip Hop
Bruni.B,1,0,/bruni-b/,Pop
Bruno Oliveira,44,0,/bruno-oliveira/,Pop
Bryan Haller,2,0,/bryan-haller/,Pop
Carol Souza,1,0,/carol-souza/,Sertanejo
Carole King,144,0.6,/carole-king/,Pop
Cartho,13,0,/cartho/,Pop
Cassie,69,0.2,/cassie/,Hip Hop
Chay Suede,32,0.1,/chay-suede/,Pop
Christina Perri,65,39.4,/christina-perri/,Pop
Corbin Bleu,34,0,/corbin-bleu/,Hip Hop
Cymia Telleria,11,0,/cymia-telleria/,Hip Hop
D. Limma,1,0,/d-limma/,Pop
Danorte,0,0,/danorte/,Funk Carioca
Deco Goes,9,0,/deco-goes/,Pop
Dhioni,2,0,/dhioni/,Pop
Diogo Martins,3,0,/diogo-martins/,Pop
Edu Gueda,21,0.1,/edu-gueda/,Sertanejo
Eduardo Leveck,61,0,/eduardo-leveck/,Pop
Eric Henrique,1,0,/eric-henrique/,Pop
Eric Strada,14,0,/eric-strada/,Sertanejo
Fabio BlÃ_nc,17,0,/fabio-blanc/,Pop
FÃ¡bio Sina,1,0,/fabio-sina/,Pop
FERRI,8,0,/ferri/,Sertanejo
FlÃ¡via Felicio,7,0,/flavia-felicio/,Pop
Fotos,10,0,/fotos/,Hip Hop
Gabi Caroline,2,0,/gabi-caroline/,Pop
Gabriel Albuquerque,6,0,/gabriel-albuquerque/,Pop
Gang 90 & as Absurdetes,17,0,/gang-90-absurdetes/,Rock
Genesis,202,2.1,/genesis/,Rock
Girlicious,53,0,/girlicious/,Hip Hop
GlÃ¡ucia Ramos,13,0,/glaucia-ramos/,Pop
Glee,691,8,/glee/,Pop
Guga Oliveira,15,0,/guga-oliveira/,Pop
Guilherme Mattar,4,0,/guilherme-mattar/,Pop
Iurih,2,0,/iurih/,Pop
Jakson Silva,10,0,/jakson-silva/,Pop
Janet Jackson,235,2.1,/janet-jackson/,Hip Hop
Jeferson Montez,9,0,/jeferson-montez/,Pop
Jennifer Hudson,75,1.1,/jennifer-hudson/,Pop
Jessie J,127,26.3,/jessie-j/,Pop
Jherry,4,0,/jherry/,Pop
JoÃ£o CallaÃ§a,13,0,/joao-callaca/,Pop
Joe Amaurot,4,0,/joe-amaurot/,Pop
Joni Mitchell,221,0.3,/joni-mitchell/,Pop
Juan Marcus e VinÃ_cius,44,0.3,/juan-marcus-e-vinicius/,Sertanejo
Junior Caetano,1,0,/junior-caetano/,Pop
Karina Martins,16,0,/karina-martins/,Pop
Kelly Clarkson,213,7.7,/kelly-clarkson/,Pop
Leona Lewis,108,2.3,/leona-lewis/,Pop
Loko Loko,1,0,/loko-loko/,Sertanejo
Luan Santana,187,17.2,/luan-santana/,Pop
Lucas Angelo,1,0,/lucas-angelo/,Funk Carioca
Lusca,2,0,/lusca/,Pop
Marcella,2,0,/marcella/,Pop
Mariana Bell,1,0,/mariana-bell/,Pop
Mavericky,3,0,/mavericky/,Sertanejo
Mc Didizin,1,0,/mc-didizin/,Funk Carioca
MC Savannah,1,0,/mc-savannah/,Funk Carioca
Melanie C,139,0.3,/melanie-c/,Rock
Miau Grupo,3,0,/miau-grupo/,Pop
Mike,1,0,/mike/,Pop
Mitchel Musso,44,0,/mitchel-musso/,Rock
MÃ_a,176,0,/ma/,Hip Hop
Nanda Santos,1,0,/nanda-santos/,Pop
Nina Joory,1,0,/nina-joory/,Pop
Nonato Costa,11,0.1,/nonato-costa/,Pop
Pamela,131,1.3,/pamela/,Pop
Paula Fernandes,215,10.4,/paula-fernandes/,Pop
"Paulinho, Cancioneiro",24,0,/paulinho-cancioneiro-11/,Sertanejo
Pink,168,38.1,/pink/,Rock
Popular e Sertanejo,3,0,/popular-e-sertanejo/,Sertanejo
Prud Rey,1,0,/prud-rey/,Funk Carioca
PSY,43,1.4,/psy/,Pop
Quase Anjos/Casi Angeles,96,0,/casi-angeles/,Pop
Rafa Novaes,1,0,/rafa-novaes/,Sertanejo
Rafael Esteffans,1,0,/rafael-esteffans/,Pop
Raphaella,4,0,/raphaella/,Pop
RBD,151,9.8,/rbd/,Pop
Rodrigo e Thayane,7,0,/rodrigo-e-thayane/,Sertanejo
Ronalt,11,0,/ronalt/,Pop
Roupa Nova,249,12.8,/roupa-nova/,Pop
Sandy & Junior,201,14,/sandy-junior/,Pop
Six Pack,34,0,/six-pack/,Rock
Supertramp,106,2.1,/supertramp/,Rock
t.A.T.u.,77,0.7,/t-a-t-u/,Pop
Taio Cruz,76,1,/taio-cruz/,Pop
Tears For Fears,91,4.4,/tears-for-fears/,Rock
Teffy Angel,1,0,/teffy-angel/,Pop
Thaeme,22,0,/thaeme-marioto/,Sertanejo
ThalÃ_a,268,2.5,/thalia/,Pop
The Asteroids Galaxy Tour,30,0,/the-asteroids-galaxy-tour/,Pop
The Human League,91,0,/human-league/,Pop
The Mamas And The Papas,63,0,/mamas-papas/,Rock
The Ronettes,14,0.2,/the-ronettes/,Rock
The Ting Tings,31,0.1,/the-ting-tings/,Pop
Thiago Motta,112,0.1,/thiago-motta/,Pop
Tina Turner,147,3.2,/tina-turner/,Rock
Tove Lo,65,4.3,/tove-lo/,Pop
Trio Bravana,19,0.1,/trio-bravana/,Funk Carioca
US5,42,0.1,/us5/,Hip Hop
Valdo Oliveira,2,0,/valdo-oliveira/,Pop
Vanessa da Mata,109,5,/vanessa-da-mata/,Pop
Vanilly Vipper,1,0,/vanilly-vipper/,Pop
Vocal AlvA,13,0,/vocal-alva/,Pop
Vremya I Steklo,5,0,/vremya-i-steklo/,Pop
Walk The Moon,46,0.6,/walk-the-moon/,Pop
Wanessa Camargo,152,1.7,/wanessa-camargo/,Pop
Welker,3,0,/welker/,Pop
Werick Silva,1,0,/werick-silva/,Pop
Wesley Ignacio,14,0,/wesley-ignacio/,Pop
Will Castle,5,0,/will-castle/,Pop
Wilson Simoninha,50,0.1,/wilson-simoninha/,Samba
Ayla,9,0,/ayla/,Sertanejo
Bruninho e Davi,80,1.4,/bruninho-e-davi/,Funk Carioca
Brunna Izi,1,0,/brunna-izi/,Sertanejo
Bruno Pena e Christiano,10,0,/bruno-pena-e-christiano/,Sertanejo
Carlos Viera,2,0,/carlos-viera/,Sertanejo
Cleber e Cauan,73,2.2,/cleber-e-cauan/,Funk Carioca
D'Lucca e Gabriel,12,0,/dlucca-e-gabriel/,Funk Carioca
Daniel e Cristiano,1,0,/daniel-e-cristiano/,Sertanejo
Daniel Lorena,15,0,/daniel-lorena/,Sertanejo
De Simone,1,0,/de-simone/,Sertanejo
Dinho e Gustavo,2,0,/dinho-e-gustavo/,Sertanejo
Dudu Di ValenÃ§a & Rodrigo,48,0,/dudu-di-valenca-e-rodrigo/,Hip Hop
Evandro e Agnaldo,38,0,/evandro-e-agnaldo/,Funk Carioca
Gabriel Gava,85,0.5,/gabriel-gava/,Funk Carioca
Gabryell Moraes,5,0,/gabryell-moraes/,Sertanejo
George Henrique e Rodrigo,70,1.8,/george-henrique-e-rodrigo/,Funk Carioca
Guilherme e Renan,1,0,/guilherme-e-renan/,Sertanejo
Henrique Linhares,6,0,/henrique-linhares/,Sertanejo
Heytor Vianna,0,0,/heytor-vianna/,Pop
Jeann & Julio,91,0,/jeann-julio/,Funk Carioca
Jeferson Santos,1,0,/jeferson-santos/,Sertanejo
Job e Juliano,4,0,/job-e-juliano/,Sertanejo
JosÃ© Nunes,195,0.1,/jose-nunes/,Sertanejo
Lanna e Juliana,1,0,/lanna-e-juliana/,Sertanejo
Lucas Bettar,3,0,/lucas-bettar/,Sertanejo
Lucas e Felipe,31,0.1,/lucas-e-felipe/,Pop
Lucas Pavani,5,0.1,/lucas-pavani/,Sertanejo
Lucca Oliveira,12,0,/lucca-oliveira/,Sertanejo
Ludmila Ferber,229,4.3,/ludmila-ferber/,Sertanejo
Luiz Henrique & Fernando,43,0,/luiz-henrique-e-fernando/,Funk Carioca
Marcos e Fernando,141,0.7,/marcos-e-fernando/,Funk Carioca
Naiara Azevedo,95,3.4,/naiara-azevedo/,Sertanejo
Noah Netto,2,0,/noah-netto/,Sertanejo
Paulo Souza e Gabryel,1,0,/paulo-souza-e-gabryel/,Sertanejo
Pedro Henrique e Fernando,38,0.1,/pedro-henrique-e-fernando/,Funk Carioca
Rangel Costa,1,0,/rangel-costa/,Sertanejo
Suellen Lima,135,1.7,/suellen-lima/,Sertanejo
ThÃ¡ssio Oliveira,14,0,/thassio-oliveira/,Pop
ThÃ©o Oliveira,4,0,/theo-oliveira/,Sertanejo
Victor Ugo,23,0,/victor-ugo/,Sertanejo
ZÃ© Mariano JÃºnior,62,0.1,/ze-mariano-junior/,Sertanejo
Bola de Fogo,13,0.8,/bola-de-fogo/,Pop
Caroline Miranda,1,0.1,/caroline-miranda/,Pop
FuracÃ£o 2000,57,2.8,/furacao-2000/,Hip Hop
Lenny B,5,0,/lenny-b/,Pop
Ludmilla,53,6.5,/ludmilla/,Pop
Max Rocha,44,0,/max-rocha/,Sertanejo
MC Babi,11,0,/mc-babi/,Hip Hop
Mc Carol,21,10.7,/mc-carol/,Sertanejo
Mc DedÃ©,49,0.9,/mc-dede/,Sertanejo
Mc Diguinho,11,0.1,/mc-diguinho/,Sertanejo
MC G15,12,3.5,/mc-g15/,Pop
Mc Gui,27,1.1,/mc-gui/,Pop
Mc Katia,48,0.6,/mc-katia/,Hip Hop
Mc Luan,32,0.2,/mc-luan/,Sertanejo
Mc MÃ¡gico,6,0.1,/mc-magico/,Hip Hop
MC Novinho,13,0,/mc-novinho/,Pop
Mc PelÃ©,17,0.1,/mc-pele/,Sertanejo
Mc Pocahontas,34,1.2,/mc-pocahontas/,Sertanejo
Mc Rael,7,0.8,/mc-rael/,Rock
Mc Roba Cena,22,0.1,/mc-roba-cena/,Hip Hop
Mc Romeu,19,0.4,/mc-romeu/,Hip Hop
MC Sabrina,47,0.1,/mc-sabrina/,Hip Hop
MC Tati Zaqui,29,0.5,/mc-tati-zaqui/,Sertanejo
Mc Vitinho,11,0.7,/mc-vitinho/,Sertanejo
Mc Yuri BH,10,0,/mc-yuri-bh/,Hip Hop
Mc Zoi de Gato,9,0.7,/mc-zoi-de-gato/,Hip Hop
Mulher FilÃ©,12,0.1,/mulher-file/,Sertanejo
Os Avassaladores,11,0.1,/os-avassaladores/,Sertanejo
PancadÃ£o do CaldeirÃ£o do Huck,30,0.2,/pancadao-do-caldeirao-do-huck/,Hip Hop
Perlla,70,0.9,/perlla/,Pop
Renatinho e AlemÃ£o,6,0.1,/renatinho-e-alemao/,Hip Hop
Roberto Amaro Bento,0,0,/roberto-amaro-bento/,Funk Carioca
Tati Quebra Barraco,47,0.3,/tati-quebra-barraco/,Hip Hop
Valesca Popozuda,11,0.5,/valesca-popozuda/,Pop
Vine Rodry,3,0,/vine-rodry/,Pop
Belo,236,14.7,/belo/,Samba
Bom Gosto,88,3,/grupo-bom-gosto/,Samba
ExaltaSamba,238,13,/exalta-samba/,Samba
Jeito Moleque,99,5,/jeito-moleque/,Samba
Leandro Sapucahy,43,0.6,/leandro-sapucahy/,Pop
Maguinho Vemnobatuke,4,0,/maguinho-vemnobatuke/,Samba
Mumuzinho,71,4.3,/mumuzinho/,Samba
PÃ©ricles,102,6.8,/pericles/,Samba
Rodriguinho,106,2.7,/rodriguinho/,Samba
SambÃ´,71,0.8,/sambo/,Rock
Thiaguinho,143,13.8,/thiaguinho/,Samba
Turma do Pagode,182,11.7,/turma-do-pagode/,Samba
